num,m,r,zh,,id,d,da,,
3134,ᠪᡠᡵᡝᠨ ᡠᠮᡳᠶᠠᡥᠠ,buren umiyaha,蜗牛,,2,07/15/2017 20:16:52,03/22/2016 17:16:52,,
3135,ᠪᡠᡵᡝᠨᡝᠮᠪᡳ,burenembi,地起皮,,2,07/15/2017 21:16:52,03/22/2016 19:16:52,,
3136,ᠪᡠᡵᡤᠠ,burga,柳条 | 柳，柳条,,2,07/15/2017 22:16:52,03/22/2016 21:16:52,,
3137,ᠪᡠᡵᡤᠠ ᡳ ᠵᠠᠰᡝ,burga i jase,柳边,,2,07/15/2017 23:16:52,03/22/2016 23:16:52,,
3138,ᠪᡠᡵᡤᠠᠰᡥᠠᠮᠪᡳ,burgashambi,弥漫·,,2,07/16/2017 00:16:52,03/23/2016 01:16:52,,
3139,ᠪᡠᡵᡤᠠᡧᠠᠮᠪᡳ,burgaxambi,(烟云)缭绕,,2,07/16/2017 01:16:52,03/23/2016 03:16:52,,
3140,ᠪᡠᡵᡤᡳᠮᠪᡳ,burgimbi,慌乱 | 惊乱，乱纷纷,,2,07/16/2017 02:16:52,03/23/2016 05:16:52,,
3141,ᠪᡠᡵᡤᡳᠨ,burgin,一时，一阵,,2,07/16/2017 03:16:52,03/23/2016 07:16:52,,
3142,ᠪᡠᡵᡤᡳᠨ ᠪᠠᡵᡤᡳᠨ,burgin bargin,纷纷乱乱,,2,07/16/2017 04:16:52,03/23/2016 09:16:52,,
3143,ᠪᡠᡵᡤᡳᠨ ᠪᡠᡵᡤᡳᠨ,burgin burgin,一阵阵,,2,07/16/2017 05:16:52,03/23/2016 11:16:52,,
3144,ᠪᡠᡵᡤᡳᠨ/ᡶᠠᠯᠠᠨ,burgin/falan,一阵,,2,07/16/2017 06:16:52,03/23/2016 13:16:52,,
3145,ᠪᡠᡵᡤᡳᠨᡩᡠᠮᠪᡳ,burgindumbi,一齐惊乱,,2,07/16/2017 07:16:52,03/23/2016 15:16:52,,
3146,ᠪᡠᡵᡤᡳᡧᡝᠮᠪᡳ,burgixembi,惊乱不已,,2,07/16/2017 08:16:52,03/23/2016 17:16:52,,
3147,ᠪᡠᡵᡤᡳᠶᡝᠨ,burgiyen,袄面儿 | 鞍鞒，皮袄面子,,2,07/16/2017 09:16:52,03/23/2016 19:16:52,,
3148,ᠪᡠᡵᡤᡳᠶᡝᠨ/ᡰᡥᡳᠪᡤᡝ,burgiyen/zhibge,吝啬,,2,07/16/2017 10:16:52,03/23/2016 21:16:52,,
3149,ᠪᡠᡵᡳᠪᡠᠮᠪᡳ,buribumbi,淹没，被蒙着 | 淹没,,2,07/16/2017 11:16:52,03/23/2016 23:16:52,,
3150,ᠪᡠᡵᡳᠮᠪᡳ,burimbi,鞔,,2,07/16/2017 12:16:52,03/24/2016 01:16:52,,
3151,ᠪᡠᡵᡴᡳᠮᠪᡳ,burkimbi,下葬 | 掩埋，埋葬,,2,07/16/2017 13:16:52,03/24/2016 03:16:52,,
3152,ᠪᡠᡵᡨᡝᡳ,burtei,普遍,,2,07/16/2017 14:16:52,03/24/2016 05:16:52,,
3153,ᠪᡠᡵᡠ ᠪᠠᡵᠠ,buru bara,渺茫，朦朦胧胧，模模糊糊,,2,07/16/2017 15:16:52,03/24/2016 07:16:52,,
3154,ᠪᡠᡵᡠ ᠪᠠᡵᠠ ᠰᠠᠪᡠᠮᠪᡳ,buru bara sabumbi,隐约可见,,2,07/16/2017 16:16:52,03/24/2016 09:16:52,,
3155,ᠪᡠᡵᡠᠪᡠᠮᠪᡳ,burubumbi,埋没，泯灭 | 消失 | 隐去,,2,07/16/2017 17:16:52,03/24/2016 11:16:52,,
3156,ᠪᡠᡵᡠᡥᡠᠨ,buruhun,暗，昏暗，昏昧 | 渺茫,,2,07/16/2017 18:16:52,03/24/2016 13:16:52,,
3157,ᠪᡠᡵᡠᠯᠠᡥᠠ ᠴᠣᠣᡥᠠ,burulaha cooha,败军,,2,07/16/2017 19:16:52,03/24/2016 15:16:52,,
3158,ᠪᡠᡵᡠᠯᠠᡥᠠ ᠵᡳᠶᠠᠨᡤᠵᡳᠶᡠᠨ,burulaha jiyangjiyun,败将,,2,07/16/2017 20:16:52,03/24/2016 17:16:52,,
3159,ᠪᡠᡵᡠᠯᠠᡥᠠ ᠵᡳᠶᠠᠨᡤᡴᡳᠶᡠᠨ,burulaha jiyangkiyun,败将,,2,07/16/2017 21:16:52,03/24/2016 19:16:52,,
3160,ᠪᡠᡵᡠᠯᠠᠮᠪᡳ,burulambi,败走，败退 | 败逃,,2,07/16/2017 22:16:52,03/24/2016 21:16:52,,
3161,ᠪᡠᡵᡠᠯᡠ,burulu,红沙马,,2,07/16/2017 23:16:52,03/24/2016 23:16:52,,
3162,ᠪᡠᠰᡥᡝ,"bus'he",水泡,,2,07/17/2017 00:16:52,03/25/2016 01:16:52,,
3163,ᠪᡠᠰᠠ,busa,布萨,,2,07/17/2017 01:16:52,03/25/2016 03:16:52,,
3164,ᠪᡠᠰᠠᡳ,busai,布赛,,2,07/17/2017 02:16:52,03/25/2016 05:16:52,,
3165,ᠪᡠᠰᠠᡰᡥᠠᠮᠪᡳ,busazhambi,眼被扎瞎,,2,07/17/2017 03:16:52,03/25/2016 07:16:52,,
3166,ᠪᡠᠰᡥᠠ,busha,多一些的,,2,07/17/2017 04:16:52,03/25/2016 09:16:52,,
3167,ᠪᡠᠰᡥᡠᡴᡠ,bushuku,狐魅,,2,07/17/2017 05:16:52,03/25/2016 11:16:52,,
3168,ᠪᡠᠰᡨᡨᠪᡠᠮᠪᡳ/ᡶᡠᡴᡩᡝᡵᡝᠮᠪᡳ,busttbumbi/fukderembi,病复发,,2,07/17/2017 06:16:52,03/25/2016 13:16:52,,
3169,ᠪᡠᠰᡠ ᠪᡠᠰᡠ,busu busu,蒙蒙（细雨） | 蒙蒙(细雨),,2,07/17/2017 07:16:52,03/25/2016 15:16:52,,
3170,ᠪᡠᠰᡠ ᠪᡠᠰᡠ ᠠᡤᠠᠮᠪᡳ,busu busu agambi,细雨蒙蒙,,2,07/17/2017 08:16:52,03/25/2016 17:16:52,,
3171,ᠪᡠᠰᡠᡴᡠ,busuku,狐魅,,2,07/17/2017 09:16:52,03/25/2016 19:16:52,,
3172,ᠪᡠᠰᡠᠮᡩᠠ,busumda,百合,,2,07/17/2017 10:16:52,03/25/2016 21:16:52,,
3173,ᠪᡠᠰᡠᠮᡩᠠ/ᡰᡥᠣᡴᡨᠣᠨᡩᠠ/ᠪᡠᠰᡝ,busumda/zhoktonda/buse,(da)	百合,,2,07/17/2017 11:16:52,03/25/2016 23:16:52,,
3174,ᠪᡠᡨᠠᠮᠪᡳ,butambi,打(鱼) | 渔猎，捕捉，挣（钱）,,2,07/17/2017 12:16:52,03/26/2016 01:16:52,,
3175,ᠪᡠᡨᠠᠰᡳ,butasi,打短工者，猎人,,2,07/17/2017 13:16:52,03/26/2016 03:16:52,,
3176,ᠪᡠᡨᠴᡥᠠ,butcha,腱子,,2,07/17/2017 14:16:52,03/26/2016 05:16:52,,
3177,ᠪᡠᡨᡝᠮᠪᡳ,butembi,渔猎，捕捉，挣(钱),,2,07/17/2017 15:16:52,03/26/2016 07:16:52,,
3178,ᠪᡠᡨᡝᠮᠵᡳ,butemji,阴谋，阴险的，诡谲的,,2,07/17/2017 16:16:52,03/26/2016 09:16:52,,
3179,ᠪᡠᡨᡝᠮᡰᡥᡳ,butemzhi,阴险,,2,07/17/2017 17:16:52,03/26/2016 11:16:52,,
3180,ᠪᡠᡨᡝᠨ,buten,山根，衣边，(天涯) | 山根，衣边，（天）涯 | 山根 | 衣边,,2,07/17/2017 18:16:52,03/26/2016 13:16:52,,
3181,ᠪᡠᡨᡝᡵᡝᠮᠪᡳ,buterembi,沿衣边儿,,2,07/17/2017 19:16:52,03/26/2016 15:16:52,,
3182,ᠪᡠᡨᡝᠰᡳ,butesi,打短工者，猎人,,2,07/17/2017 20:16:52,03/26/2016 17:16:52,,
3183,ᠪᡠᡨᡥᠠ/ᠪᡠᡨᠠᡥᠠᠰᡥᠠᠮᠪᡳ,butha/butahashambi,渔猎,,2,07/17/2017 21:16:52,03/26/2016 19:16:52,,
3184,ᠪᡠᡨᡥᠠᠰᡳ,buthasi,渔夫 | 渔猎人,,2,07/17/2017 22:16:52,03/26/2016 21:16:52,,
3185,ᠪᡠᡨᡥᠠᡧᠠᠮᠪᡳ,buthaxambi,渔猎，打牲,,2,07/17/2017 23:16:52,03/26/2016 23:16:52,,
3186,ᠪᡠᡨᡥᠠᡧᠠᡵᠠ ᡥᡝᡨᡥᡝ,buthaxara hethe,渔业,,2,07/18/2017 00:16:52,03/27/2016 01:16:52,,
3187,ᠪᡠᡨᡠ,butu,密封的，晦喑的，幽闷的 | 密封的，晦暗的，幽闷的,,2,07/18/2017 01:16:52,03/27/2016 03:16:52,,
3188,ᠪᡠᡨᡠ ᠠᡵᡤᠠ,butu arga,阴谋,,2,07/18/2017 02:16:52,03/27/2016 05:16:52,,
3189,ᠪᡠᡨᡠ ᡶᠠᡵᡥᡠᡠᠨ,butu farhuun,昏暗，黑暗,,2,07/18/2017 03:16:52,03/27/2016 07:16:52,,
3190,ᠪᡠᡨᡠ ᡶᠠᡵᡥᡡᠨ,butu farhvn,昏暗，黑暗,,2,07/18/2017 04:16:52,03/27/2016 09:16:52,,
3191,ᠪᡠᡨᡠ ᡥᠠᠯᡥᡠᡠᠨ,butu halhuun,燠热，闷热,,2,07/18/2017 05:16:52,03/27/2016 11:16:52,,
3192,ᠪᡠᡨᡠ ᡥᠠᠯᡥᡡᠨ,butu halhvn,燠热，闷热,,2,07/18/2017 06:16:52,03/27/2016 13:16:52,,
3193,ᠪᡠᡨᡠ ᡥᡠᡠᠯᡥᠠ,butu huulha,窃盗,,2,07/18/2017 07:16:52,03/27/2016 15:16:52,,
3194,ᠪᡠᡨᡠ ᡥᡡᠯᡥᠠ,butu hvlha,窃盗,,2,07/18/2017 08:16:52,03/27/2016 17:16:52,,
3195,ᠪᡠᡨᡠᠯᡝᠮᠪᡳ,butulembi,堵塞 | 封住，堵塞，捂住，掩盖,,2,07/18/2017 09:16:52,03/27/2016 19:16:52,,
3196,ᠪᡠᡨᡠᠮᠪᡳ,butumbi,入蛰,,2,07/18/2017 10:16:52,03/27/2016 21:16:52,,
3197,ᠪᡠᡨᡠᠨ ᠠᡧᡧᠠᠮᠪᡳ,butun axxambi,惊蛰,,2,07/18/2017 11:16:52,03/27/2016 23:16:52,,
3198,ᠪᡠᡨᡠᠨ/ᠪᡠᡨᡠᠮᠪᡳ,butun/butumbi,冬眠,,2,07/18/2017 12:16:52,03/28/2016 01:16:52,,
3199,ᠪᡠᡨᡠᡠᠨ,butuun,坛子,,2,07/18/2017 13:16:52,03/28/2016 03:16:52,,
3200,ᠪᡠᡠᡴᡨᠠᠮᠪᡳ,buuktambi,湿热,,2,07/18/2017 14:16:52,03/28/2016 05:16:52,,
3201,ᠪᡠᡠᠸᠠᠨᡤᡤᠠ,buuwangga,睦,,2,07/18/2017 15:16:52,03/28/2016 07:16:52,,
3202,ᠪᡠᠸᠠᡩᠣ,buwado,地面,,2,07/18/2017 16:16:52,03/28/2016 09:16:52,,
3203,ᠪᡠᠸᠠᡳ,buwai,地方,,2,07/18/2017 17:16:52,03/28/2016 11:16:52,,
3204,ᠪᡠᠸᡝ,buwe,臣,,2,07/18/2017 18:16:52,03/28/2016 13:16:52,,
3205,ᠪᡠᠶᠠ,buya,碎小，小气，年幼的 | 小气 | 小,,2,07/18/2017 19:16:52,03/24/2019 10:40:55,布牙,
3206,ᠪᡠᠶᠠ ᠪᠠᠨᠵᡳᡵᠰᡠ,buya banjirsu,微生物,,2,07/18/2017 20:16:52,03/28/2016 17:16:52,,
3207,ᠪᡠᠶᠠ ᠵᡠᡳ,buya jui,孺子，幼童 | 儒子，幼童,,2,07/18/2017 21:16:52,03/28/2016 19:16:52,,
3208,ᠪᡠᠶᠠ ᠮᡠᠵᡳᠯᡝᠨ,buya mujilen,欲念,,2,07/18/2017 22:16:52,03/28/2016 21:16:52,,
3209,ᠪᡠᠶᠠ ᠨᡳᠶᠠᠯᠮᠠ,buya niyalma,小人,,2,07/18/2017 23:16:52,03/28/2016 23:16:52,,
3210,ᠪᡠᠶᠠᠴᡳ,buyaci,布雅齐,,2,07/19/2017 00:16:52,03/29/2016 01:16:52,,
3211,ᠪᡠᠶᠠᡴᠠᠰᡳ,buyakasi,碎小的,,2,07/19/2017 01:16:52,03/29/2016 03:16:52,,
3212,ᠪᡠᠶᠠᠯᡳᠮᡝᡵᡤᡝᠨ,buyalimergen,细小的智能,,2,07/19/2017 02:16:52,03/29/2016 05:16:52,,
3213,ᠪᡠᠶᠠᠨᡩᠠᡳᡝᡶᡠ,buyandaiefu,小姐夫,,2,07/19/2017 03:16:52,03/29/2016 07:16:52,,
3214,ᠪᡠᠶᠠᡵᠠᠮᠪᡳ,buyarambi,举止小气 | 行止小气，做杂事，杂碎,,2,07/19/2017 04:16:52,03/29/2016 09:16:52,,
3215,ᠪᡠᠶᠠᡵᠠᠮᡝ ᠮᡠᡨᡝᠨ,buyarame muten,曲艺,,2,07/19/2017 05:16:52,03/29/2016 11:16:52,,
3216,ᠪᡠᠶᡝᠴᡥᡠᡴᡝ,buyechuke,可爱的,,2,07/19/2017 06:16:52,03/29/2016 13:16:52,,
3217,ᠪᡠᠶᡝᠴᡥᡠᠨ,buyechun,，buyembi	爱,,2,07/19/2017 07:16:52,03/29/2016 15:16:52,,
3218,ᠪᡠᠶᡝᠴᡠᡴᡝ,buyecuke,可爱,,2,07/19/2017 08:16:52,03/29/2016 17:16:52,,
3219,ᠪᡠᠶᡝᠴᡠᡴᡝ ᠨᡳᠶᠠᠯᠮᠠ,buyecuke niyalma,可爱的人,,2,07/19/2017 09:16:52,03/29/2016 19:16:52,,
3220,ᠪᡠᠶᡝᠴᡠᠨ,buyecun,爱情,,2,07/19/2017 10:16:52,03/29/2016 21:16:52,,
3221,ᠪᡠᠶᡝᠮᠪᡳ,buyembi,爱丶爱慕，向往 | 爱，爱慕，向往,,2,07/19/2017 11:16:52,03/29/2016 23:16:52,,
3222,ᠪᡠᠶᡝᠨ,buyen,欲愿 | 欲念，欲望,,2,07/19/2017 12:16:52,03/30/2016 01:16:52,,
3223,ᠪᡠᠶᡝᠨ ᠴᡳᡥᠠ,buyen ciha,情欲,,2,07/19/2017 13:16:52,03/30/2016 03:16:52,,
3224,ᠪᡠᠶᡝᠨ ᠴᡳᡥᠠᠯᠠᠨ,buyen cihalan,情欲，嗜欲,,2,07/19/2017 14:16:52,03/30/2016 05:16:52,,
3225,ᠪᡠᠶᡝᠨ ᠴᡳᡥᠠᠨ,buyen cihan,情欲,,2,07/19/2017 15:16:52,03/30/2016 07:16:52,,
3226,ᠪᡠᠶᡝᠨᡩᡠᠮᠪᡳ,buyendumbi,相爱,,2,07/19/2017 16:16:52,03/30/2016 09:16:52,,
3227,ᠪᡠᠶᡝᠨᡳᠨ,buyenin,情 | 情，情感 | 情，情愿,,2,07/19/2017 17:16:52,03/30/2016 11:16:52,,
3228,ᠪᡠᠶᡝᡵᡝᠨᡤᡤᡝ,buyerengge,爱慕的,,2,07/19/2017 18:16:52,03/30/2016 13:16:52,,
3229,ᠪᡠᠶᡝᡵᠰᡥᡝᠮᠪᡳ/ᠰᡳᠯᡝᠨᡤᡤᡳᠮᠪᡳ,buyershembi/silenggimbi,羡慕,,2,07/19/2017 19:16:52,03/30/2016 15:16:52,,
3230,ᠪᡠᠶᡝᡵᡧᡝᠮᠪᡳ,buyerxembi,羡慕，爱慕,,2,07/19/2017 20:16:52,03/30/2016 17:16:52,,
3231,ᠪᡠᡰᡥᠠᠮᠪᡳ,buzhambi,诈尸,,2,07/19/2017 21:16:52,03/30/2016 19:16:52,,
3232,ᠪᡠᡰᡥᠠᠨ,buzhan,森林 | 林 | 树林,,2,07/19/2017 22:16:52,03/30/2016 21:16:52,,
3233,ᠪᡠᡰᡥᡝᡴᠰᡥᡝᠮᠪᡳ,buzhekshembi,烧香,,2,07/19/2017 23:16:52,03/30/2016 23:16:52,,
3234,ᠪᡠᡰᡥᡳᡥᡳᠯᠠᠮᠪᡳ,buzhihilambi,生闷气,,2,07/20/2017 00:16:52,03/31/2016 01:16:52,,
3235,ᠪᡠᡰᡥᡠᠨ,buzhun,十万,,2,07/20/2017 01:16:52,03/31/2016 03:16:52,,
3236,ᠴᡳ,ci,①行伍，队伍。②缝隙，空隙，间隔。③油漆。〔助〕格助词①自，由，从： bi boo ci jihe 我从家里来。②向，往： deo alin ci genehe 弟弟往山上去了。③比，比较： no eyun ci den 妹妹比姐姐高。④构成序数词的附加成分，表示第几： orin ilaci kicen 第二十三课。,,2,07/20/2017 02:16:52,03/21/2019 13:10:39,其,助动
3237,ᠴᡳ ᠵᡠᡵᡥᡠᠨ ᡤᠣᡵᠣ ᠠᡴᡠᡠ,"c'i jurhun goro akuu",近在咫尺,,2,07/20/2017 03:16:52,03/31/2016 07:16:52,,
3238,ᠴᠶᡤᡳᠶᠠ,"c'ygiya",持嘉,,2,07/20/2017 04:16:52,03/31/2016 09:16:52,,
3239,ᠴᠠ,ca,筋,20190321/dictpic/ZIMSMcRDcibzRDFVbNbEFRmxo0tdmgcdNycfFKTN,2,07/20/2017 05:16:52,03/21/2019 12:58:47,查,
3240,ᠴᠠ ᡭᠠᠯᠠ,ca Hala,查氏,,2,07/20/2017 06:16:52,03/31/2016 13:16:52,,
3241,ᠴᠠᠪᠴᠠᠯ,cabcal,察布查尔（地名）,,2,07/20/2017 07:16:52,03/31/2016 15:16:52,,
3242,ᠴᠠᠪᠴᠠᠯ ᠪᡠᡥᠠ,cabcal buha,察布查尔大渠,,2,07/20/2017 08:16:52,03/31/2016 17:16:52,,
3243,ᠴᠠᠪᡠᠮᠪᡳ,cabumbi,使上弓，使插,,2,07/20/2017 09:16:52,03/31/2016 19:16:52,,
3244,ᠴᠠᠴᡠᠪᡠᠮᠪᡳ,cacubumbi,使洒，使泼,,2,07/20/2017 10:16:52,03/31/2016 21:16:52,,
3245,ᠴᠠᠴᡠᠮᠪᡳ,cacumbi,洒，泼，撒种,,2,07/20/2017 11:16:52,03/31/2016 23:16:52,,
3246,ᠴᠠᡤᠠᠨ,cagan,书籍,,2,07/20/2017 12:16:52,04/01/2016 01:16:52,,
3247,ᠴᠠᡥᠠᡵ,cahar,察哈尔,,2,07/20/2017 13:16:52,04/01/2016 03:16:52,,
3248,ᠴᠠᡥᡡ,cahv,泼妇，茶壶,,2,07/20/2017 14:16:52,04/01/2016 05:16:52,,
3249,ᠴᠠᡳ,cai,茶,,2,07/20/2017 15:16:52,04/01/2016 07:16:52,,
3250,ᠴᠠᡳ ᠠᠪᡩᠠᡥᠠ,cai abdaha,茶叶,,2,07/20/2017 16:16:52,04/01/2016 09:16:52,,
3251,ᠴᠠᡳ ᡥᠠᡳᡳᠯᠠᠨ,cai haiilan,茶树,,2,07/20/2017 17:16:52,04/01/2016 11:16:52,,
3252,ᠴᠠᡳ ᡥᠠᡳᠯᠠᠨ,cai hailan,茶树,,2,07/20/2017 18:16:52,04/01/2016 13:16:52,,
3253,ᠴᠠᡳᡩᠠ,caida,茶卤,,2,07/20/2017 19:16:52,04/01/2016 15:16:52,,
3254,ᠴᠠᡴ ᠰᡝᡵᡝ,cak sere,整齐，寒冷的，凛冽的,,2,07/20/2017 20:16:52,04/01/2016 17:16:52,,
3255,ᠴᠠᡴ ᠰᡝᡵᡝ ᠪᡝᡳᡴᡠᠸᡝᠨ,cak sere beikuwen,严寒,,2,07/20/2017 21:16:52,04/01/2016 19:16:52,,
3256,ᠴᠠᡴ ᠰᡝᡵᡝ ᡧᠠᡥᡡᡵᡠᠨ,cak sere xahvrun,凛冽,,2,07/20/2017 22:16:52,04/01/2016 21:16:52,,
3258,ᠴᠠᡴ ᠰᡝᡵᡝ ᠪᡝᡳᡳᡴᡠᠸᡝᠨ,"cak' sere beiikuwen",严寒,,2,07/21/2017 00:16:52,04/02/2016 01:16:52,,
3259,ᠴᠠᡴ ᠰᡝᡵᡝ ᡧᠠᡥᡠᡠᡵᡠᠨ,"cak' sere xahuurun",凛冽,,2,07/21/2017 01:16:52,04/02/2016 03:16:52,,
3260,ᠴᠠᡴᠠᠯᠠᠮᠪᡳ,cakalambi,割断,,2,07/21/2017 02:16:52,04/02/2016 05:16:52,,
3261,ᠴᠠᡴᠴᡳᠨ,cakcin,查克勤,,2,07/21/2017 03:16:52,04/02/2016 07:16:52,,
3262,ᠴᠠᡴᠰᡳᠮᠪᡳ,caksimbi,手脚等因受寒冷而疼痛，拍钹，赞美，喜鹊噪 | 手脚困冻而痛，拍钹，赞美，喜鹊叫,,2,07/21/2017 04:16:52,04/02/2016 09:16:52,,
3263,ᠴᠠᡴᡠᡠ,cakuu,泼妇，茶壶,,2,07/21/2017 05:16:52,04/02/2016 11:16:52,,
3264,ᠴᠠᡴᡡᡵᡳ ᡥᡳᠶᠠᠨ,cakvri hiyan,檀香,,2,07/21/2017 06:16:52,04/02/2016 13:16:52,,
3265,ᠴᠠᠯᠠ,cala,那边，之外,20190319/dictpic/n1eY3KXJGLlQXoyLuIdE1LciZOjtU2KdzKP8EWAl,2,07/21/2017 07:16:52,03/19/2019 00:51:26,查拉,
3266,ᠴᠠᠯᠠᠪᡠᠨ,calabun,区别，差别，差错，差,,2,07/21/2017 08:16:52,04/02/2016 17:16:52,,
3267,ᠴᠠᠯᡤᠠᡵᡳ,calgari,遇阔,,2,07/21/2017 09:16:52,04/02/2016 19:16:52,,
3268,ᠴᠠᠯᡳᠶᠠᠨ,caliyan,钱粮，工资 | 钱粮,,2,07/21/2017 10:16:52,04/02/2016 21:16:52,,
3269,ᠴᠠᠯᡠ,calu,仓 | 仓库,,2,07/21/2017 11:16:52,04/02/2016 23:16:52,,
3270,ᠴᠠᠯᡠ ᠪᠣᠣ,calu boo,仓房,,2,07/21/2017 12:16:52,04/03/2016 01:16:52,,
3271,ᠴᠠᠯᡠ ᠴᠠᡥᡳᠨ,calu cahin,仓库,,2,07/21/2017 13:16:52,04/03/2016 03:16:52,,
3272,ᠴᠠᠮᠪᡳ,cambi,支起，插,,2,07/21/2017 14:16:52,04/03/2016 05:16:52,,
3273,ᠴᠠᠨᠠᠨᡤᡤᡳ,cananggi,前日 | 前天,,2,07/21/2017 15:16:52,04/03/2016 07:16:52,,
3274,ᠴᠠᠨᡝᠨᡤᡤᡳ,canenggi,前天,,2,07/21/2017 16:16:52,04/03/2016 09:16:52,,
3275,ᠴᠠᠨᡤᡤᠠᡩᠠᡳ,canggadai,钲,,2,07/21/2017 17:16:52,04/03/2016 11:16:52,,
3276,ᠴᠠᠨᡤᡤᡳ,canggi,纯是，尽是，全是,,2,07/21/2017 18:16:52,04/03/2016 13:16:52,,
3277,ᠴᠠᠨᡤᠨᠠᠮᠪᡳ,cangnambi,唱，唱戏,,2,07/21/2017 19:16:52,04/03/2016 15:16:52,,
3278,ᠴᠠᠨᡤᠰᡝ,cangse,厂，工厂,,2,07/21/2017 20:16:52,04/03/2016 17:16:52,,
3279,ᠴᠠᡵᠠ,cara,有脚的盘子，有白点的，有白斑的，前（的） | 有脚的盘子，有白点的，有白斑的，前(的),,2,07/21/2017 21:16:52,04/03/2016 19:16:52,,
3280,ᠴᠠᡵᠠ ᠠᠨᡳᠶᠠ,cara aniya,前年,,2,07/21/2017 22:16:52,04/03/2016 21:16:52,,
3281,ᠴᠠᡵᠠᠯᠠ,carala,查喇拉,,2,07/21/2017 23:16:52,04/03/2016 23:16:52,,
3282,ᠴᠠᡵᡤᡳ,cargi,那边，对面，以前,,2,07/22/2017 00:16:52,04/04/2016 01:16:52,,
3283,ᠴᠠᡵᡤᡳ ᠠᠨᡳᠶᠠ,cargi aniya,前年,,2,07/22/2017 01:16:52,04/04/2016 03:16:52,,
3284,ᠴᠠᡵᡴᡳ,carki,楂板,,2,07/22/2017 02:16:52,04/04/2016 05:16:52,,
3285,ᠴᠠᡵᡠᠮᠪᡳ,carumbi,烹炸，油炸,,2,07/22/2017 03:16:52,04/04/2016 07:16:52,,
3286,ᠴᠠᠰᡥᡠᡠᠯᠠᠮᠪᡳ,cashuulambi,背着，背离，背叛,,2,07/22/2017 04:16:52,04/04/2016 09:16:52,,
3287,ᠴᠠᠰᡥᡠᡠᠨ,cashuun,相反的，逆的,,2,07/22/2017 05:16:52,04/04/2016 11:16:52,,
3288,ᠴᠠᠰᡥᡠᡠᠨ ᡤᡠᡠᠨᡳᠨᡤᡤᠠᠨ ᡤᡳᠪᠰᡠᠨ,cashuun guuninggan gibsun,反义词,,2,07/22/2017 06:16:52,04/04/2016 13:16:52,,
3289,ᠴᠠᠰᡥᡡᠯᠠᠮᠪᡳ,cashvlambi,背着，背离，背叛,,2,07/22/2017 07:16:52,04/04/2016 15:16:52,,
3290,ᠴᠠᠰᡥᡡᠨ,cashvn,相反，逆的,,2,07/22/2017 08:16:52,04/04/2016 17:16:52,,
3291,ᠴᠠᠰᡥᡡᠨ ᡤᡡᠨᡳᠨᡤᡤᠠ ᡤᡳᠪᠰᡠᠨ,cashvn gvningga gibsun,反义词,,2,07/22/2017 09:16:52,04/04/2016 19:16:52,,
3292,ᠴᠠᠸᠠᠯ,cawal,茶杯,,2,07/22/2017 10:16:52,04/04/2016 21:16:52,,
3293,ᠴᠠᠸᠠᠨ,cawan,茶杯,,2,07/22/2017 11:16:52,04/04/2016 23:16:52,,
3294,ᠴᡝ,ce,他们，她们,20190321/dictpic/OMXoqEEqqI5mJp92MFgbLCmrY26S1TTb3WBCYDSt,2,07/22/2017 12:16:52,03/21/2019 13:02:05,车,
3295,ᠴᡝᠴᡝ,cece,纱,,2,07/22/2017 13:16:52,04/05/2016 03:16:52,,
3296,ᠴᡝᠴᡝ ᡩᠠᡵᡩᠠᠨ,cece dardan,妆纱,,2,07/22/2017 14:16:52,04/05/2016 05:16:52,,
3297,ᠴᡝᠴᡝ ᡤᡝᠴᡠᡥᡝᡵᡳ,cece gecuheri,蟒纱,,2,07/22/2017 15:16:52,04/05/2016 07:16:52,,
3298,ᠴᡝᠴᡳᡴᡝ,cecike,雀,,2,07/22/2017 16:16:52,04/05/2016 09:16:52,,
3299,ᠴᡝᠵᡝᠨ,cejen,胸膛,20190319/dictpic/7sOnqSF04OqRbPSXXNq3nntNaDzGJvkZ7YSnwXhM,2,07/22/2017 17:16:52,03/19/2019 00:57:26,车真,
3300,ᠴᡝᠵᡝᠨ ᠠᠨᠠᠮᠪᡳ,cejen anambi,挺胸,,2,07/22/2017 18:16:52,04/05/2016 13:16:52,,
3301,ᠴᡝᡴᡝ,ceke,稍儿,,2,07/22/2017 19:16:52,04/05/2016 15:16:52,,
3302,ᠴᡝᡴᡠ,ceku,秋千,,2,07/22/2017 20:16:52,04/05/2016 17:16:52,,
3303,ᠴᡝᡴᡠᡩᡝᠮᠪᡳ,cekudembi,打秋千,,2,07/22/2017 21:16:52,04/05/2016 19:16:52,,
3304,ᠴᡝᠯᠮᡝᡵᡳ,celmeri,窈窕的,,2,07/22/2017 22:16:52,04/05/2016 21:16:52,,
3305,ᠴᡝᠮᡤᡠᠨ,cemgun,彻木衮,,2,07/22/2017 23:16:52,04/05/2016 23:16:52,,
3306,ᠴᡝᠨᡩᡝᠮᠪᡳ,cendembi,试，试验 | 试丶试验，,,2,07/23/2017 00:16:52,04/06/2016 01:16:52,,
3307,ᠴᡝᠨᡩᡝᠮᡝ ᠰᡳᠮᠨᡝᠮᠪᡳ,cendeme simnembi,考试,,2,07/23/2017 01:16:52,04/06/2016 03:16:52,,
